ID,企業名,グループ,業種,地域,残高,収益
000974,企業名000974,Uグループ,医療,九州,1245822,46911
000975,企業名000975,Uグループ,通販,九州,3412286,71702
000976,企業名000976,Mグループ,旅行,関東,4439368,67674
000977,企業名000977,Dグループ,自動車,四国,613723,87434
000978,企業名000978,Cグループ,IT,東北,72885,32114
000979,企業名000979,Yグループ,倉庫,東北,668469,16295
000980,企業名000980,Aグループ,IT,九州,4613990,25823
000981,企業名000981,Nグループ,自動車,北海道,3695373,27410
000982,企業名000982,Tグループ,医療,九州,4212973,20151
000983,企業名000983,Fグループ,倉庫,九州,2357585,30456
000984,企業名000984,Iグループ,流通,九州,2288290,99812
000985,企業名000985,Xグループ,倉庫,山陽,1812570,13398
000986,企業名000986,Gグループ,IT,東海,709643,87788
000987,企業名000987,Wグループ,旅行,北陸,201609,378
000988,企業名000988,Yグループ,出版,四国,1079180,68248
000989,企業名000989,Nグループ,旅行,東北,3708832,56515
000990,企業名000990,Eグループ,IT,山陽,1598651,28047
000991,企業名000991,Iグループ,出版,北海道,1171365,5254
000992,企業名000992,Fグループ,旅行,北海道,1769604,73494
000993,企業名000993,Eグループ,倉庫,北海道,2010344,28853
000994,企業名000994,Xグループ,通販,四国,4383155,74357
000995,企業名000995,Oグループ,流通,四国,2021112,5044
000996,企業名000996,Gグループ,倉庫,関東,93781,27494
000997,企業名000997,Rグループ,食品,九州,1633133,38203
000998,企業名000998,Hグループ,通販,東北,2335188,91465
000999,企業名000999,Tグループ,衣料品,九州,2447931,6090
